"","X","Country","Year","Month","Day","flu_cases","infant_mortality","life_expectancy","fertility","population","gdp","continent","region"
"10016",10016,"Norway",2010,5,2,53,2.6,81.1,1.95,4891251,195424832685,"Europe","Northern Europe"
"10017",10017,"Norway",2010,2,28,54,2.6,81.1,1.95,4891251,195424832685,"Europe","Northern Europe"
"10018",10018,"Norway",2010,6,6,29,2.6,81.1,1.95,4891251,195424832685,"Europe","Northern Europe"
"10019",10019,"Norway",2011,10,30,52,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10020",10020,"Norway",2011,7,10,22,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10021",10021,"Norway",2011,4,17,18,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10022",10022,"Norway",2011,2,20,97,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10023",10023,"Norway",2011,2,27,73,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10024",10024,"Norway",2011,3,27,37,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10025",10025,"Norway",2011,8,14,23,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10026",10026,"Norway",2011,10,16,53,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10027",10027,"Norway",2011,2,13,163,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10028",10028,"Norway",2011,12,4,70,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10029",10029,"Norway",2011,4,24,20,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10030",10030,"Norway",2011,12,11,93,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10031",10031,"Norway",2011,8,21,25,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10032",10032,"Norway",2011,2,6,232,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10033",10033,"Norway",2011,7,31,20,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10034",10034,"Norway",2011,7,3,24,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10035",10035,"Norway",2011,5,1,20,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10036",10036,"Norway",2011,1,30,341,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10037",10037,"Norway",2011,8,28,29,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10038",10038,"Norway",2011,7,17,19,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10039",10039,"Norway",2011,11,27,80,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10040",10040,"Norway",2011,1,23,423,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10041",10041,"Norway",2011,3,13,48,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10042",10042,"Norway",2011,3,20,40,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10043",10043,"Norway",2011,4,3,36,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10044",10044,"Norway",2011,11,13,64,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10045",10045,"Norway",2011,9,4,48,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10046",10046,"Norway",2011,1,16,601,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10047",10047,"Norway",2011,5,8,18,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10048",10048,"Norway",2011,6,26,20,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10049",10049,"Norway",2011,1,9,625,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10050",10050,"Norway",2011,9,11,35,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10051",10051,"Norway",2011,5,15,27,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10052",10052,"Norway",2011,1,2,522,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10053",10053,"Norway",2011,6,12,21,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10054",10054,"Norway",2011,9,18,44,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10055",10055,"Norway",2011,6,5,35,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10056",10056,"Norway",2011,10,9,52,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10057",10057,"Norway",2011,9,25,64,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10058",10058,"Norway",2011,11,6,72,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10059",10059,"Norway",2011,5,22,40,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10060",10060,"Norway",2011,6,19,21,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10061",10061,"Norway",2011,10,2,53,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10062",10062,"Norway",2011,12,25,84,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10063",10063,"Norway",2011,12,18,66,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10064",10064,"Norway",2011,10,23,52,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10065",10065,"Norway",2011,5,29,34,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10066",10066,"Norway",2011,3,6,59,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10067",10067,"Norway",2011,11,20,77,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10068",10068,"Norway",2011,4,10,25,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10069",10069,"Norway",2011,7,24,15,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10070",10070,"Norway",2011,8,7,20,2.5,81.1,1.88,4953945,198252580322,"Europe","Northern Europe"
"10071",10071,"Norway",2012,9,30,73,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10072",10072,"Norway",2012,6,3,30,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10073",10073,"Norway",2012,11,11,58,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10074",10074,"Norway",2012,11,4,53,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10075",10075,"Norway",2012,12,2,103,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10076",10076,"Norway",2012,10,28,43,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10077",10077,"Norway",2012,6,10,23,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10078",10078,"Norway",2012,11,25,64,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10079",10079,"Norway",2012,1,15,122,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10080",10080,"Norway",2012,6,17,28,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10081",10081,"Norway",2012,4,29,37,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10082",10082,"Norway",2012,3,11,181,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10083",10083,"Norway",2012,1,1,136,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10084",10084,"Norway",2012,4,8,62,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10085",10085,"Norway",2012,9,23,73,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10086",10086,"Norway",2012,9,2,53,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10087",10087,"Norway",2012,6,24,22,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10088",10088,"Norway",2012,12,23,49,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10089",10089,"Norway",2012,8,12,21,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10090",10090,"Norway",2012,5,6,49,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10091",10091,"Norway",2012,10,21,47,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10092",10092,"Norway",2012,8,5,19,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10093",10093,"Norway",2012,7,1,25,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10094",10094,"Norway",2012,9,16,60,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10095",10095,"Norway",2012,12,16,68,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10096",10096,"Norway",2012,8,19,25,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10097",10097,"Norway",2012,11,18,61,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10098",10098,"Norway",2012,4,15,48,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10099",10099,"Norway",2012,7,8,20,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10100",10100,"Norway",2012,5,13,37,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10101",10101,"Norway",2012,7,15,19,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10102",10102,"Norway",2012,7,22,17,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10103",10103,"Norway",2012,1,22,183,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10104",10104,"Norway",2012,8,26,32,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10105",10105,"Norway",2012,3,18,112,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10106",10106,"Norway",2012,7,29,18,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10107",10107,"Norway",2012,10,7,57,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10108",10108,"Norway",2012,10,14,64,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10109",10109,"Norway",2012,9,9,75,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10110",10110,"Norway",2012,3,25,79,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10111",10111,"Norway",2012,2,5,285,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10112",10112,"Norway",2012,2,12,340,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10113",10113,"Norway",2012,12,9,187,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10114",10114,"Norway",2012,5,20,50,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10115",10115,"Norway",2012,4,1,56,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10116",10116,"Norway",2012,1,29,210,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10117",10117,"Norway",2012,2,19,349,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10118",10118,"Norway",2012,5,27,26,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10119",10119,"Norway",2012,2,26,294,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10120",10120,"Norway",2012,1,8,117,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10121",10121,"Norway",2012,12,30,106,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10122",10122,"Norway",2012,3,4,202,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10123",10123,"Norway",2012,4,22,38,2.3,81.6,1.85,5018367,NA,"Europe","Northern Europe"
"10124",10124,"Norway",2013,6,9,19,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10125",10125,"Norway",2013,2,3,224,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10126",10126,"Norway",2013,4,28,45,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10127",10127,"Norway",2013,3,17,119,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10128",10128,"Norway",2013,7,7,18,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10129",10129,"Norway",2013,4,21,51,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10130",10130,"Norway",2013,7,14,19,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10131",10131,"Norway",2013,6,2,26,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10132",10132,"Norway",2013,1,27,267,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10133",10133,"Norway",2013,7,21,21,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10134",10134,"Norway",2013,12,22,83,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10135",10135,"Norway",2013,7,28,21,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10136",10136,"Norway",2013,10,20,49,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10137",10137,"Norway",2013,1,20,321,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10138",10138,"Norway",2013,12,8,73,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10139",10139,"Norway",2013,12,29,113,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10140",10140,"Norway",2013,8,4,24,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10141",10141,"Norway",2013,5,26,36,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10142",10142,"Norway",2013,4,14,53,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10143",10143,"Norway",2013,11,10,55,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10144",10144,"Norway",2013,1,13,470,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10145",10145,"Norway",2013,2,24,147,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10146",10146,"Norway",2013,8,11,30,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10147",10147,"Norway",2013,8,18,47,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10148",10148,"Norway",2013,5,5,47,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10149",10149,"Norway",2013,5,19,44,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10150",10150,"Norway",2013,1,6,270,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10151",10151,"Norway",2013,8,25,77,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10152",10152,"Norway",2013,5,12,47,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10153",10153,"Norway",2013,3,3,149,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10154",10154,"Norway",2013,9,1,87,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10155",10155,"Norway",2013,3,24,105,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10156",10156,"Norway",2013,11,24,54,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10157",10157,"Norway",2013,9,8,96,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10158",10158,"Norway",2013,12,1,55,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10159",10159,"Norway",2013,9,15,93,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10160",10160,"Norway",2013,3,10,157,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10161",10161,"Norway",2013,11,17,53,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10162",10162,"Norway",2013,9,22,88,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10163",10163,"Norway",2013,10,27,52,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10164",10164,"Norway",2013,4,7,50,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10165",10165,"Norway",2013,11,3,43,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10166",10166,"Norway",2013,9,29,58,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10167",10167,"Norway",2013,10,6,39,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10168",10168,"Norway",2013,3,31,65,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10169",10169,"Norway",2013,10,13,36,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10170",10170,"Norway",2013,2,17,194,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10171",10171,"Norway",2013,6,16,22,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10172",10172,"Norway",2013,6,23,24,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10173",10173,"Norway",2013,2,10,199,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10174",10174,"Norway",2013,12,15,96,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10175",10175,"Norway",2013,6,30,23,2.3,81.6,1.93,5083450,NA,"Europe","Northern Europe"
"10176",10176,"Norway",2014,3,9,82,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10177",10177,"Norway",2014,1,5,123,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10178",10178,"Norway",2014,1,12,95,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10179",10179,"Norway",2014,1,19,134,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10180",10180,"Norway",2014,1,26,145,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10181",10181,"Norway",2014,2,2,198,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10182",10182,"Norway",2014,2,9,228,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10183",10183,"Norway",2014,2,16,134,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10184",10184,"Norway",2014,2,23,131,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10185",10185,"Norway",2014,3,2,113,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10186",10186,"Norway",2014,3,16,96,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10187",10187,"Norway",2014,3,23,85,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10188",10188,"Norway",2014,3,30,82,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10189",10189,"Norway",2014,4,6,72,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10190",10190,"Norway",2014,4,13,45,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10191",10191,"Norway",2014,4,20,58,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10192",10192,"Norway",2014,4,27,43,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10193",10193,"Norway",2014,5,4,61,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10194",10194,"Norway",2014,5,11,64,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10195",10195,"Norway",2014,5,18,69,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10196",10196,"Norway",2014,5,25,48,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10197",10197,"Norway",2014,6,1,43,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10198",10198,"Norway",2014,6,8,34,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10199",10199,"Norway",2014,6,15,37,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10200",10200,"Norway",2014,6,22,33,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10201",10201,"Norway",2014,6,29,33,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10202",10202,"Norway",2014,7,6,26,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10203",10203,"Norway",2014,7,13,18,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10204",10204,"Norway",2014,7,20,19,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10205",10205,"Norway",2014,7,27,20,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10206",10206,"Norway",2014,8,3,22,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10207",10207,"Norway",2014,8,10,25,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10208",10208,"Norway",2014,8,17,36,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10209",10209,"Norway",2014,8,24,60,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10210",10210,"Norway",2014,8,31,78,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10211",10211,"Norway",2014,9,7,77,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10212",10212,"Norway",2014,9,14,65,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10213",10213,"Norway",2014,9,21,71,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10214",10214,"Norway",2014,9,28,90,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10215",10215,"Norway",2014,10,5,117,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10216",10216,"Norway",2014,10,12,97,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10217",10217,"Norway",2014,10,19,113,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10218",10218,"Norway",2014,10,26,105,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10219",10219,"Norway",2014,11,2,81,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10220",10220,"Norway",2014,11,9,70,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10221",10221,"Norway",2014,11,16,70,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10222",10222,"Norway",2014,11,23,64,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10223",10223,"Norway",2014,11,30,63,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10224",10224,"Norway",2014,12,7,72,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10225",10225,"Norway",2014,12,14,89,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10226",10226,"Norway",2014,12,21,93,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10227",10227,"Norway",2014,12,28,145,2.2,82,1.93,5147970,NA,"Europe","Northern Europe"
"10228",10228,"Norway",2015,7,5,31,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10229",10229,"Norway",2015,4,26,33,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10230",10230,"Norway",2015,6,7,30,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10231",10231,"Norway",2015,2,15,459,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10232",10232,"Norway",2015,6,14,30,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10233",10233,"Norway",2015,3,8,287,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10234",10234,"Norway",2015,3,29,29,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10235",10235,"Norway",2015,7,19,25,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10236",10236,"Norway",2015,3,15,64,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10237",10237,"Norway",2015,5,17,51,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10238",10238,"Norway",2015,1,18,203,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10239",10239,"Norway",2015,6,28,28,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10240",10240,"Norway",2015,5,10,31,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10241",10241,"Norway",2015,4,12,44,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10242",10242,"Norway",2015,5,24,46,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10243",10243,"Norway",2015,2,1,353,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10244",10244,"Norway",2015,2,22,443,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10245",10245,"Norway",2015,6,21,32,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10246",10246,"Norway",2015,3,22,26,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10247",10247,"Norway",2015,1,11,178,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10248",10248,"Norway",2015,3,1,466,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10249",10249,"Norway",2015,2,8,503,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10250",10250,"Norway",2015,7,12,31,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10251",10251,"Norway",2015,8,9,32,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10252",10252,"Norway",2015,7,26,28,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10253",10253,"Norway",2015,8,2,29,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10254",10254,"Norway",2015,4,19,38,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10255",10255,"Norway",2015,4,5,56,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10256",10256,"Norway",2015,5,3,53,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10257",10257,"Norway",2015,1,4,160,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10258",10258,"Norway",2015,5,31,38,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10259",10259,"Norway",2015,1,25,237,2,82,1.93,5210967,NA,"Europe","Northern Europe"
"10260",10260,"Paraguay",2005,6,19,379,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10261",10261,"Paraguay",2005,7,31,404,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10262",10262,"Paraguay",2005,10,9,347,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10263",10263,"Paraguay",2005,11,20,278,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10264",10264,"Paraguay",2005,12,18,271,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10265",10265,"Paraguay",2005,11,6,305,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10266",10266,"Paraguay",2005,5,29,263,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10267",10267,"Paraguay",2005,8,14,402,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10268",10268,"Paraguay",2005,12,11,291,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10269",10269,"Paraguay",2005,12,4,287,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10270",10270,"Paraguay",2005,7,24,408,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10271",10271,"Paraguay",2005,8,7,462,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10272",10272,"Paraguay",2005,10,16,343,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10273",10273,"Paraguay",2005,11,13,287,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10274",10274,"Paraguay",2005,9,18,304,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10275",10275,"Paraguay",2005,12,25,259,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10276",10276,"Paraguay",2005,10,23,324,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10277",10277,"Paraguay",2005,8,21,388,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10278",10278,"Paraguay",2005,9,4,321,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10279",10279,"Paraguay",2005,5,22,230,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10280",10280,"Paraguay",2005,11,27,274,23.8,74,3.27,5795493,8023446451,"Americas","South America"
"10281",10281,"Paraguay",2005,6,26,400,23.8,74,3.27,5795493,8023446451,"Americas","South America"
