"","X","Country","Year","Month","Day","dengue_cases","flu_cases"
"2107",2107,"India",2005,8,7,172,NA
"2108",2108,"India",2005,8,14,218,NA
"2109",2109,"India",2005,8,21,228,NA
"2110",2110,"India",2005,8,28,299,NA
"2111",2111,"India",2005,9,4,355,NA
"2112",2112,"India",2005,9,11,298,NA
"2113",2113,"India",2005,9,18,247,NA
"2114",2114,"India",2005,9,25,224,NA
"2115",2115,"India",2005,10,2,213,NA
"2116",2116,"India",2005,10,9,237,NA
"2117",2117,"India",2005,10,16,285,NA
"2118",2118,"India",2005,10,23,295,NA
"2119",2119,"India",2005,10,30,276,NA
"2120",2120,"India",2005,11,6,251,NA
"2121",2121,"India",2005,11,13,232,NA
"2122",2122,"India",2005,11,20,198,NA
"2123",2123,"India",2005,11,27,15,NA
"2124",2124,"India",2005,12,4,123,NA
"2125",2125,"India",2005,12,11,98,NA
"2126",2126,"India",2005,12,18,54,NA
"2127",2127,"India",2005,12,25,49,NA
"2128",2128,"India",2006,1,1,74,NA
"2129",2129,"India",2006,1,8,46,NA
"2130",2130,"India",2006,1,15,47,NA
"2131",2131,"India",2006,1,22,33,NA
"2132",2132,"India",2006,1,29,37,NA
"2133",2133,"India",2006,2,5,29,NA
"2134",2134,"India",2006,2,12,35,NA
"2135",2135,"India",2006,2,19,27,NA
"2136",2136,"India",2006,2,26,29,NA
"2137",2137,"India",2006,3,5,27,NA
"2138",2138,"India",2006,3,12,37,NA
"2139",2139,"India",2006,3,19,34,NA
"2140",2140,"India",2006,3,26,21,NA
"2141",2141,"India",2006,4,2,29,NA
"2142",2142,"India",2006,4,9,24,NA
"2143",2143,"India",2006,4,16,22,NA
"2144",2144,"India",2006,4,23,33,NA
"2145",2145,"India",2006,4,30,2,NA
"2146",2146,"India",2006,5,7,17,NA
"2147",2147,"India",2006,5,14,28,NA
"2148",2148,"India",2006,5,21,25,NA
"2149",2149,"India",2006,5,28,18,NA
"2150",2150,"India",2006,6,4,32,NA
"2151",2151,"India",2006,6,11,36,NA
"2152",2152,"India",2006,6,18,45,NA
"2153",2153,"India",2006,6,25,51,NA
"2154",2154,"India",2006,7,2,63,NA
"2155",2155,"India",2006,7,9,53,NA
"2156",2156,"India",2006,7,16,57,NA
"2157",2157,"India",2006,7,23,63,NA
"2158",2158,"India",2006,7,30,68,NA
"2159",2159,"India",2006,8,6,57,NA
"2160",2160,"India",2006,8,13,64,NA
"2161",2161,"India",2006,8,20,76,NA
"2162",2162,"India",2006,8,27,85,NA
"2163",2163,"India",2006,9,3,88,NA
"2164",2164,"India",2006,9,10,141,NA
"2165",2165,"India",2006,9,17,16,NA
"2166",2166,"India",2006,9,24,279,NA
"2167",2167,"India",2006,10,1,466,NA
"2168",2168,"India",2006,10,8,6,NA
"2169",2169,"India",2006,10,15,913,NA
"2170",2170,"India",2006,10,22,967,NA
"2171",2171,"India",2006,10,29,917,NA
"2172",2172,"India",2006,11,5,677,NA
"2173",2173,"India",2006,11,12,519,NA
"2174",2174,"India",2006,11,19,388,NA
"2175",2175,"India",2006,11,26,305,NA
"2176",2176,"India",2006,12,3,233,NA
"2177",2177,"India",2006,12,10,174,NA
"2178",2178,"India",2006,12,17,156,NA
"2179",2179,"India",2006,12,24,179,NA
"2180",2180,"India",2006,12,31,19,NA
"2181",2181,"India",2007,1,7,161,NA
"2182",2182,"India",2007,1,14,128,NA
"2183",2183,"India",2007,1,21,68,NA
"2184",2184,"India",2007,1,28,66,NA
"2185",2185,"India",2007,2,4,7,NA
"2186",2186,"India",2007,2,11,59,NA
"2187",2187,"India",2007,2,18,4,NA
"2188",2188,"India",2007,2,25,42,NA
"2189",2189,"India",2007,3,4,44,NA
"2190",2190,"India",2007,3,11,43,NA
"2191",2191,"India",2007,3,18,27,NA
"2192",2192,"India",2007,3,25,32,NA
"2193",2193,"India",2007,4,1,26,NA
"2194",2194,"India",2007,4,8,23,NA
"2195",2195,"India",2007,4,15,19,NA
"2196",2196,"India",2007,4,22,28,NA
"2197",2197,"India",2007,4,29,3,NA
"2198",2198,"India",2007,5,6,31,NA
"2199",2199,"India",2007,5,13,29,NA
"2200",2200,"India",2007,5,20,46,NA
"2201",2201,"India",2007,5,27,45,NA
"2202",2202,"India",2007,6,3,6,NA
"2203",2203,"India",2007,6,10,82,NA
"2204",2204,"India",2007,6,17,1,NA
"2205",2205,"India",2007,6,24,116,NA
"2206",2206,"India",2007,7,1,105,NA
"2207",2207,"India",2007,7,8,136,NA
"2208",2208,"India",2007,7,15,129,NA
"2209",2209,"India",2007,7,22,97,NA
"2210",2210,"India",2007,7,29,87,NA
"2211",2211,"India",2007,8,5,1,NA
"2212",2212,"India",2007,8,12,106,NA
"2213",2213,"India",2007,8,19,134,NA
"2214",2214,"India",2007,8,26,118,NA
"2215",2215,"India",2007,9,2,128,NA
"2216",2216,"India",2007,9,9,151,NA
"2217",2217,"India",2007,9,16,159,NA
"2218",2218,"India",2007,9,23,16,NA
"2219",2219,"India",2007,9,30,174,NA
"2220",2220,"India",2007,10,7,205,NA
"2221",2221,"India",2007,10,14,197,NA
"2222",2222,"India",2007,10,21,172,NA
"2223",2223,"India",2007,10,28,139,NA
"2224",2224,"India",2007,11,4,11,NA
"2225",2225,"India",2007,11,11,109,NA
"2226",2226,"India",2007,11,18,116,NA
"2227",2227,"India",2007,11,25,88,NA
"2228",2228,"India",2007,12,2,72,NA
"2229",2229,"India",2007,12,9,51,NA
"2230",2230,"India",2007,12,16,45,NA
"2231",2231,"India",2007,12,23,45,NA
"2232",2232,"India",2007,12,30,43,NA
"2233",2233,"India",2008,1,6,36,NA
"2234",2234,"India",2008,1,13,4,NA
"2235",2235,"India",2008,1,20,39,NA
"2236",2236,"India",2008,1,27,38,NA
"2237",2237,"India",2008,2,3,33,NA
"2238",2238,"India",2008,2,10,21,NA
"2239",2239,"India",2008,2,17,25,NA
"2240",2240,"India",2008,2,24,26,NA
"2241",2241,"India",2008,3,2,25,NA
"2242",2242,"India",2008,3,9,26,NA
"2243",2243,"India",2008,3,16,15,NA
"2244",2244,"India",2008,3,23,21,NA
"2245",2245,"India",2008,3,30,21,NA
"2246",2246,"India",2008,4,6,24,NA
"2247",2247,"India",2008,4,13,16,NA
"2248",2248,"India",2008,4,20,26,NA
"2249",2249,"India",2008,4,27,18,NA
"2250",2250,"India",2008,5,4,14,NA
"2251",2251,"India",2008,5,11,15,NA
"2252",2252,"India",2008,5,18,21,NA
"2253",2253,"India",2008,5,25,21,NA
"2254",2254,"India",2008,6,1,18,NA
"2255",2255,"India",2008,6,8,3,NA
"2256",2256,"India",2008,6,15,45,NA
"2257",2257,"India",2008,6,22,52,NA
"2258",2258,"India",2008,6,29,62,NA
"2259",2259,"India",2008,7,6,51,NA
"2260",2260,"India",2008,7,13,56,NA
"2261",2261,"India",2008,7,20,52,NA
"2262",2262,"India",2008,7,27,71,NA
"2263",2263,"India",2008,8,3,78,NA
"2264",2264,"India",2008,8,10,9,NA
"2265",2265,"India",2008,8,17,109,NA
"2266",2266,"India",2008,8,24,175,NA
"2267",2267,"India",2008,8,31,222,NA
"2268",2268,"India",2008,9,7,232,NA
"2269",2269,"India",2008,9,14,249,NA
"2270",2270,"India",2008,9,21,262,NA
"2271",2271,"India",2008,9,28,244,NA
"2272",2272,"India",2008,10,5,215,NA
"2273",2273,"India",2008,10,12,23,NA
"2274",2274,"India",2008,10,19,232,NA
"2275",2275,"India",2008,10,26,235,NA
"2276",2276,"India",2008,11,2,193,NA
"2277",2277,"India",2008,11,9,161,NA
"2278",2278,"India",2008,11,16,12,NA
"2279",2279,"India",2008,11,23,95,NA
"2280",2280,"India",2008,11,30,75,NA
"2281",2281,"India",2008,12,7,68,NA
"2282",2282,"India",2008,12,14,76,NA
"2283",2283,"India",2008,12,21,69,NA
"2284",2284,"India",2008,12,28,63,NA
"2285",2285,"India",2009,1,4,47,NA
"2286",2286,"India",2009,1,11,39,NA
"2287",2287,"India",2009,1,18,41,NA
"2288",2288,"India",2009,1,25,38,NA
"2289",2289,"India",2009,2,1,27,NA
"2290",2290,"India",2009,2,8,29,NA
"2291",2291,"India",2009,2,15,23,NA
"2292",2292,"India",2009,2,22,26,NA
"2293",2293,"India",2009,3,1,22,NA
"2294",2294,"India",2009,3,8,2,NA
"2295",2295,"India",2009,3,15,21,NA
"2296",2296,"India",2009,3,22,19,NA
"2297",2297,"India",2009,3,29,19,NA
"2298",2298,"India",2009,4,5,16,NA
"2299",2299,"India",2009,4,12,23,NA
"2300",2300,"India",2009,4,19,23,NA
"2301",2301,"India",2009,4,26,19,NA
"2302",2302,"India",2009,5,3,24,NA
"2303",2303,"India",2009,5,10,21,NA
"2304",2304,"India",2009,5,17,19,NA
"2305",2305,"India",2009,5,24,23,NA
"2306",2306,"India",2009,5,31,31,NA
"2307",2307,"India",2009,6,7,41,NA
"2308",2308,"India",2009,6,14,41,NA
"2309",2309,"India",2009,6,21,51,NA
"2310",2310,"India",2009,6,28,53,NA
"2311",2311,"India",2009,7,5,61,NA
"2312",2312,"India",2009,7,12,68,NA
"2313",2313,"India",2009,7,19,64,NA
"2314",2314,"India",2009,7,26,64,NA
"2315",2315,"India",2009,8,2,84,NA
"2316",2316,"India",2009,8,9,96,NA
"2317",2317,"India",2009,8,16,106,NA
"2318",2318,"India",2009,8,23,114,NA
"2319",2319,"India",2009,8,30,98,NA
"2320",2320,"India",2009,9,6,112,NA
"2321",2321,"India",2009,9,13,125,NA
"2322",2322,"India",2009,9,20,14,NA
"2323",2323,"India",2009,9,27,173,NA
"2324",2324,"India",2009,10,4,215,NA
"2325",2325,"India",2009,10,11,241,NA
"2326",2326,"India",2009,10,18,292,NA
"2327",2327,"India",2009,10,25,335,NA
"2328",2328,"India",2009,11,1,316,NA
"2329",2329,"India",2009,11,8,267,NA
"2330",2330,"India",2009,11,15,206,NA
"2331",2331,"India",2009,11,22,17,NA
"2332",2332,"India",2009,11,29,125,NA
"2333",2333,"India",2009,12,6,105,NA
"2334",2334,"India",2009,12,13,8,NA
"2335",2335,"India",2009,12,20,69,NA
"2336",2336,"India",2009,12,27,67,NA
"2337",2337,"India",2010,1,3,71,NA
"2338",2338,"India",2010,1,10,57,NA
"2339",2339,"India",2010,1,17,51,NA
"2340",2340,"India",2010,1,24,45,NA
"2341",2341,"India",2010,1,31,41,NA
"2342",2342,"India",2010,2,7,41,NA
"2343",2343,"India",2010,2,14,38,NA
"2344",2344,"India",2010,2,21,27,NA
"2345",2345,"India",2010,2,28,2,NA
"2346",2346,"India",2010,3,7,16,NA
"2347",2347,"India",2010,3,14,17,NA
"2348",2348,"India",2010,3,21,17,NA
"2349",2349,"India",2010,3,28,12,NA
"2350",2350,"India",2010,4,4,13,NA
"2351",2351,"India",2010,4,11,9,NA
"2352",2352,"India",2010,4,18,13,NA
"2353",2353,"India",2010,4,25,14,NA
"2354",2354,"India",2010,5,2,13,NA
"2355",2355,"India",2010,5,9,16,NA
"2356",2356,"India",2010,5,16,23,NA
"2357",2357,"India",2010,5,23,27,NA
"2358",2358,"India",2010,5,30,38,NA
"2359",2359,"India",2010,6,6,51,NA
"2360",2360,"India",2010,6,13,58,NA
"2361",2361,"India",2010,6,20,7,NA
"2362",2362,"India",2010,6,27,79,NA
"2363",2363,"India",2010,7,4,97,NA
"2364",2364,"India",2010,7,11,102,NA
"2365",2365,"India",2010,7,18,134,NA
"2366",2366,"India",2010,7,25,165,NA
"2367",2367,"India",2010,8,1,189,NA
"2368",2368,"India",2010,8,8,214,NA
"2369",2369,"India",2010,8,15,364,NA
"2370",2370,"India",2010,8,22,513,NA
"2371",2371,"India",2010,8,29,566,NA
"2372",2372,"India",2010,9,5,634,NA
"2373",2373,"India",2010,9,12,705,NA
"2374",2374,"India",2010,9,19,693,NA
"2375",2375,"India",2010,9,26,626,NA
"2376",2376,"India",2010,10,3,626,NA
"2377",2377,"India",2010,10,10,572,NA
"2378",2378,"India",2010,10,17,572,NA
"2379",2379,"India",2010,10,24,442,NA
"2380",2380,"India",2010,10,31,31,NA
"2381",2381,"India",2010,11,7,258,NA
"2382",2382,"India",2010,11,14,187,NA
"2383",2383,"India",2010,11,21,144,NA
"2384",2384,"India",2010,11,28,113,NA
"2385",2385,"India",2010,12,5,93,NA
"2386",2386,"India",2010,12,12,73,NA
"2387",2387,"India",2010,12,19,61,NA
"2388",2388,"India",2010,12,26,64,NA
"2389",2389,"India",2011,1,2,67,NA
"2390",2390,"India",2011,1,9,56,NA
"2391",2391,"India",2011,1,16,56,NA
"2392",2392,"India",2011,1,23,42,NA
"2393",2393,"India",2011,1,30,36,NA
"2394",2394,"India",2011,2,6,29,NA
"2395",2395,"India",2011,2,13,24,NA
"2396",2396,"India",2011,2,20,19,NA
"2397",2397,"India",2011,2,27,15,NA
"2398",2398,"India",2011,3,6,14,NA
"2399",2399,"India",2011,3,13,13,NA
"2400",2400,"India",2011,3,20,16,NA
"2401",2401,"India",2011,3,27,12,NA
"2402",2402,"India",2011,4,3,17,NA
"2403",2403,"India",2011,4,10,22,NA
"2404",2404,"India",2011,4,17,35,NA
"2405",2405,"India",2011,4,24,26,NA
"2406",2406,"India",2011,5,1,23,NA
"2407",2407,"India",2011,5,8,21,NA
"2408",2408,"India",2011,5,15,24,NA
"2409",2409,"India",2011,5,22,23,NA
"2410",2410,"India",2011,5,29,23,NA
"2411",2411,"India",2011,6,5,24,NA
"2412",2412,"India",2011,6,12,29,NA
"2413",2413,"India",2011,6,19,35,NA
"2414",2414,"India",2011,6,26,51,NA
"2415",2415,"India",2011,7,3,47,NA
"2416",2416,"India",2011,7,10,49,NA
"2417",2417,"India",2011,7,17,62,NA
"2418",2418,"India",2011,7,24,62,NA
"2419",2419,"India",2011,7,31,67,NA
"2420",2420,"India",2011,8,7,78,NA
"2421",2421,"India",2011,8,14,89,NA
"2422",2422,"India",2011,8,21,86,NA
"2423",2423,"India",2011,8,28,76,NA
"2424",2424,"India",2011,9,4,79,NA
"2425",2425,"India",2011,9,11,92,NA
"2426",2426,"India",2011,9,18,98,NA
"2427",2427,"India",2011,9,25,116,NA
"2428",2428,"India",2011,10,2,127,NA
"2429",2429,"India",2011,10,9,156,NA
"2430",2430,"India",2011,10,16,189,NA
"2431",2431,"India",2011,10,23,192,NA
"2432",2432,"India",2011,10,30,191,NA
"2433",2433,"India",2011,11,6,142,NA
"2434",2434,"India",2011,11,13,1,NA
"2435",2435,"India",2011,11,20,84,NA
"2436",2436,"India",2011,11,27,69,NA
"2437",2437,"India",2011,12,4,54,NA
"2438",2438,"India",2011,12,11,4,NA
"2439",2439,"India",2011,12,18,32,NA
"2440",2440,"India",2011,12,25,34,NA
"2441",2441,"India",2012,1,1,33,NA
"2442",2442,"India",2012,1,8,31,NA
"2443",2443,"India",2012,1,15,22,NA
"2444",2444,"India",2012,1,22,18,NA
"2445",2445,"India",2012,1,29,17,NA
"2446",2446,"India",2012,2,5,12,NA
"2447",2447,"India",2012,2,12,12,NA
"2448",2448,"India",2012,2,19,11,NA
"2449",2449,"India",2012,2,26,9,NA
"2450",2450,"India",2012,3,4,7,NA
"2451",2451,"India",2012,3,11,1,NA
"2452",2452,"India",2012,3,18,8,NA
"2453",2453,"India",2012,3,25,1,NA
"2454",2454,"India",2012,4,1,13,NA
"2455",2455,"India",2012,4,8,13,NA
"2456",2456,"India",2012,4,15,15,NA
"2457",2457,"India",2012,4,22,18,NA
"2458",2458,"India",2012,4,29,15,NA
"2459",2459,"India",2012,5,6,22,NA
"2460",2460,"India",2012,5,13,29,NA
"2461",2461,"India",2012,5,20,5,NA
"2462",2462,"India",2012,5,27,6,NA
"2463",2463,"India",2012,6,3,51,NA
"2464",2464,"India",2012,6,10,65,NA
"2465",2465,"India",2012,6,17,66,NA
"2466",2466,"India",2012,6,24,69,NA
"2467",2467,"India",2012,7,1,6,NA
"2468",2468,"India",2012,7,8,55,NA
"2469",2469,"India",2012,7,15,57,NA
"2470",2470,"India",2012,7,22,74,NA
"2471",2471,"India",2012,7,29,91,NA
"2472",2472,"India",2012,8,5,97,NA
"2473",2473,"India",2012,8,12,122,NA
"2474",2474,"India",2012,8,19,147,NA
"2475",2475,"India",2012,8,26,19,NA
"2476",2476,"India",2012,9,2,248,NA
"2477",2477,"India",2012,9,9,228,NA
"2478",2478,"India",2012,9,16,212,NA
"2479",2479,"India",2012,9,23,231,NA
"2480",2480,"India",2012,9,30,302,NA
"2481",2481,"India",2012,10,7,459,NA
"2482",2482,"India",2012,10,14,644,NA
"2483",2483,"India",2012,10,21,1,NA
"2484",2484,"India",2012,10,28,913,NA
"2485",2485,"India",2012,11,4,715,NA
"2486",2486,"India",2012,11,11,452,NA
"2487",2487,"India",2012,11,18,401,NA
"2488",2488,"India",2012,11,25,294,NA
"2489",2489,"India",2012,12,2,216,NA
"2490",2490,"India",2012,12,9,177,NA
"2491",2491,"India",2012,12,16,132,NA
"2492",2492,"India",2012,12,23,105,NA
"2493",2493,"India",2012,12,30,93,NA
"2494",2494,"India",2013,1,6,78,NA
"2495",2495,"India",2013,1,13,7,NA
"2496",2496,"India",2013,1,20,63,NA
"2497",2497,"India",2013,1,27,57,NA
"2498",2498,"India",2013,2,3,56,NA
"2499",2499,"India",2013,2,10,54,NA
"2500",2500,"India",2013,2,17,51,NA
"2501",2501,"India",2013,2,24,49,NA
"2502",2502,"India",2013,3,3,35,NA
"2503",2503,"India",2013,3,10,32,NA
"2504",2504,"India",2013,3,17,29,NA
"2505",2505,"India",2013,3,24,25,NA
"2506",2506,"India",2013,3,31,25,NA
"2507",2507,"India",2013,4,7,3,NA
"2508",2508,"India",2013,4,14,22,NA
"2509",2509,"India",2013,4,21,27,NA
"2510",2510,"India",2013,4,28,2,NA
"2511",2511,"India",2013,5,5,25,NA
"2512",2512,"India",2013,5,12,33,NA
"2513",2513,"India",2013,5,19,4,NA
"2514",2514,"India",2013,5,26,65,NA
"2515",2515,"India",2013,6,2,93,NA
"2516",2516,"India",2013,6,9,103,NA
"2517",2517,"India",2013,6,16,11,NA
"2518",2518,"India",2013,6,23,114,NA
"2519",2519,"India",2013,6,30,124,NA
"2520",2520,"India",2013,7,7,134,NA
"2521",2521,"India",2013,7,14,135,NA
"2522",2522,"India",2013,7,21,139,NA
"2523",2523,"India",2013,7,28,139,NA
"2524",2524,"India",2013,8,4,126,NA
"2525",2525,"India",2013,8,11,134,NA
"2526",2526,"India",2013,8,18,172,NA
"2527",2527,"India",2013,8,25,216,NA
"2528",2528,"India",2013,9,1,305,NA
"2529",2529,"India",2013,9,8,378,NA
"2530",2530,"India",2013,9,15,483,NA
"2531",2531,"India",2013,9,22,585,NA
"2532",2532,"India",2013,9,29,606,NA
"2533",2533,"India",2013,10,6,552,NA
"2534",2534,"India",2013,10,13,537,NA
"2535",2535,"India",2013,10,20,511,NA
"2536",2536,"India",2013,10,27,41,NA
"2537",2537,"India",2013,11,3,358,NA
"2538",2538,"India",2013,11,10,288,NA
"2539",2539,"India",2013,11,17,215,NA
"2540",2540,"India",2013,11,24,16,NA
"2541",2541,"India",2013,12,1,128,NA
"2542",2542,"India",2013,12,8,9,NA
"2543",2543,"India",2013,12,15,71,NA
"2544",2544,"India",2013,12,22,55,NA
"2545",2545,"India",2013,12,29,53,NA
"2546",2546,"India",2014,1,5,49,NA
"2547",2547,"India",2014,1,12,4,NA
"2548",2548,"India",2014,1,19,39,NA
"2549",2549,"India",2014,1,26,4,NA
"2550",2550,"India",2014,2,2,36,NA
"2551",2551,"India",2014,2,9,31,NA
"2552",2552,"India",2014,2,16,3,NA
"2553",2553,"India",2014,2,23,26,NA
"2554",2554,"India",2014,3,2,21,NA
"2555",2555,"India",2014,3,9,21,NA
"2556",2556,"India",2014,3,16,21,NA
"2557",2557,"India",2014,3,23,19,NA
"2558",2558,"India",2014,3,30,27,NA
"2559",2559,"India",2014,4,6,3,NA
"2560",2560,"India",2014,4,13,21,NA
"2561",2561,"India",2014,4,20,26,NA
"2562",2562,"India",2014,4,27,22,NA
"2563",2563,"India",2014,5,4,24,NA
"2564",2564,"India",2014,5,11,24,NA
"2565",2565,"India",2014,5,18,25,NA
"2566",2566,"India",2014,5,25,26,NA
"2567",2567,"India",2014,6,1,24,NA
"2568",2568,"India",2014,6,8,27,NA
"2569",2569,"India",2014,6,15,34,NA
"2570",2570,"India",2014,6,22,42,NA
"2571",2571,"India",2014,6,29,5,NA
"2572",2572,"India",2014,7,6,58,NA
"2573",2573,"India",2014,7,13,69,NA
"2574",2574,"India",2014,7,20,83,NA
"2575",2575,"India",2014,7,27,83,NA
"2576",2576,"India",2014,8,3,95,NA
"2577",2577,"India",2014,8,10,94,NA
"2578",2578,"India",2014,8,17,119,NA
"2579",2579,"India",2014,8,24,114,NA
"2580",2580,"India",2014,8,31,12,NA
"2581",2581,"India",2014,9,7,158,NA
"2582",2582,"India",2014,9,14,173,NA
"2583",2583,"India",2014,9,21,175,NA
"2584",2584,"India",2014,9,28,176,NA
"2585",2585,"India",2014,10,5,222,NA
"2586",2586,"India",2014,10,12,27,NA
"2587",2587,"India",2014,10,19,257,NA
"2588",2588,"India",2014,10,26,325,NA
"2589",2589,"India",2014,11,2,396,NA
"2590",2590,"India",2014,11,9,35,NA
"2591",2591,"India",2014,11,16,284,NA
"2592",2592,"India",2014,11,23,198,NA
"2593",2593,"India",2014,11,30,143,NA
"2594",2594,"India",2014,12,7,106,NA
"2595",2595,"India",2014,12,14,74,NA
"2596",2596,"India",2014,12,21,58,NA
"2597",2597,"India",2014,12,28,48,NA
"2598",2598,"India",2015,1,4,55,NA
"2599",2599,"India",2015,1,11,49,NA
"2600",2600,"India",2015,1,18,49,NA
"2601",2601,"India",2015,1,25,52,NA
"2602",2602,"India",2015,2,1,58,NA
"2603",2603,"India",2015,2,8,5,NA
"2604",2604,"India",2015,2,15,41,NA
"2605",2605,"India",2015,2,22,38,NA
"2606",2606,"India",2015,3,1,27,NA
"2607",2607,"India",2015,3,8,26,NA
"2608",2608,"India",2015,3,15,23,NA
"2609",2609,"India",2015,3,22,19,NA
"2610",2610,"India",2015,3,29,15,NA
"2611",2611,"India",2015,4,5,18,NA
"2612",2612,"India",2015,4,12,2,NA
"2613",2613,"India",2015,4,19,22,NA
"2614",2614,"India",2015,4,26,19,NA
"2615",2615,"India",2015,5,3,2,NA
"2616",2616,"India",2015,5,10,2,NA
"2617",2617,"India",2015,5,17,22,NA
"2618",2618,"India",2015,5,24,23,NA
"2619",2619,"India",2015,5,31,28,NA
"2620",2620,"India",2015,6,7,38,NA
"2621",2621,"India",2015,6,14,58,NA
"2622",2622,"India",2015,6,21,72,NA
"2623",2623,"India",2015,6,28,84,NA
"2624",2624,"India",2015,7,5,96,NA
"2625",2625,"India",2015,7,12,105,NA
"2626",2626,"India",2015,7,19,135,NA
"2627",2627,"India",2015,7,26,144,NA
"2628",2628,"India",2015,8,2,166,NA
"2629",2629,"India",2015,8,9,19,NA
"2630",2630,"Indonesia",2002,12,29,101,NA
"2631",2631,"Indonesia",2003,1,5,39,NA
"2632",2632,"Indonesia",2003,1,12,59,NA
"2633",2633,"Indonesia",2003,1,19,39,NA
"2634",2634,"Indonesia",2003,1,26,112,NA
"2635",2635,"Indonesia",2003,2,2,49,NA
"2636",2636,"Indonesia",2003,2,9,6,NA
"2637",2637,"Indonesia",2003,2,16,39,NA
"2638",2638,"Indonesia",2003,2,23,78,NA
"2639",2639,"Indonesia",2003,3,2,48,NA
"2640",2640,"Indonesia",2003,3,9,89,NA
"2641",2641,"Indonesia",2003,3,16,8,NA
"2642",2642,"Indonesia",2003,3,23,54,NA
"2643",2643,"Indonesia",2003,3,30,71,NA
"2644",2644,"Indonesia",2003,4,6,54,NA
"2645",2645,"Indonesia",2003,4,13,88,NA
"2646",2646,"Indonesia",2003,4,20,54,NA
"2647",2647,"Indonesia",2003,4,27,81,NA
"2648",2648,"Indonesia",2003,5,4,68,NA
"2649",2649,"Indonesia",2003,5,11,48,NA
"2650",2650,"Indonesia",2003,5,18,61,NA
"2651",2651,"Indonesia",2003,5,25,62,NA
"2652",2652,"Indonesia",2003,6,1,82,NA
"2653",2653,"Indonesia",2003,6,8,69,NA
"2654",2654,"Indonesia",2003,6,15,55,NA
"2655",2655,"Indonesia",2003,6,22,55,NA
"2656",2656,"Indonesia",2003,6,29,47,NA
"2657",2657,"Indonesia",2003,7,6,1,NA
"2658",2658,"Indonesia",2003,7,13,73,NA
"2659",2659,"Indonesia",2003,7,20,47,NA
"2660",2660,"Indonesia",2003,7,27,49,NA
"2661",2661,"Indonesia",2003,8,3,39,NA
"2662",2662,"Indonesia",2003,8,10,39,NA
"2663",2663,"Indonesia",2003,8,17,39,NA
"2664",2664,"Indonesia",2003,8,24,64,NA
"2665",2665,"Indonesia",2003,8,31,55,NA
"2666",2666,"Indonesia",2003,9,7,47,NA
"2667",2667,"Indonesia",2003,9,14,47,NA
"2668",2668,"Indonesia",2003,9,21,63,NA
"2669",2669,"Indonesia",2003,9,28,54,NA
"2670",2670,"Indonesia",2003,10,5,69,NA
"2671",2671,"Indonesia",2003,10,12,75,NA
"2672",2672,"Indonesia",2003,10,19,68,NA
"2673",2673,"Indonesia",2003,10,26,76,NA
"2674",2674,"Indonesia",2003,11,2,75,NA
"2675",2675,"Indonesia",2003,11,9,6,NA
"2676",2676,"Indonesia",2003,11,16,47,NA
"2677",2677,"Indonesia",2003,11,23,55,NA
"2678",2678,"Indonesia",2003,11,30,68,NA
"2679",2679,"Indonesia",2003,12,7,58,NA
"2680",2680,"Indonesia",2003,12,14,45,NA
"2681",2681,"Indonesia",2003,12,21,55,NA
"2682",2682,"Indonesia",2003,12,28,39,NA
"2683",2683,"Indonesia",2004,1,4,65,NA
"2684",2684,"Indonesia",2004,1,11,9,NA
"2685",2685,"Indonesia",2004,1,18,39,NA
"2686",2686,"Indonesia",2004,1,25,65,NA
"2687",2687,"Indonesia",2004,2,1,58,NA
"2688",2688,"Indonesia",2004,2,8,122,NA
"2689",2689,"Indonesia",2004,2,15,295,NA
"2690",2690,"Indonesia",2004,2,22,69,NA
"2691",2691,"Indonesia",2004,2,29,1,NA
"2692",2692,"Indonesia",2004,3,7,8,NA
"2693",2693,"Indonesia",2004,3,14,521,NA
"2694",2694,"Indonesia",2004,3,21,424,NA
"2695",2695,"Indonesia",2004,3,28,205,NA
"2696",2696,"Indonesia",2004,4,4,262,NA
"2697",2697,"Indonesia",2004,4,11,212,NA
"2698",2698,"Indonesia",2004,4,18,186,NA
"2699",2699,"Indonesia",2004,4,25,151,NA
"2700",2700,"Indonesia",2004,5,2,142,NA
"2701",2701,"Indonesia",2004,5,9,127,NA
"2702",2702,"Indonesia",2004,5,16,139,NA
"2703",2703,"Indonesia",2004,5,23,98,NA
"2704",2704,"Indonesia",2004,5,30,82,NA
"2705",2705,"Indonesia",2004,6,6,84,NA
"2706",2706,"Indonesia",2004,6,13,76,NA
"2707",2707,"Indonesia",2004,6,20,104,NA
"2708",2708,"Indonesia",2004,6,27,91,NA
"2709",2709,"Indonesia",2004,7,4,68,NA
"2710",2710,"Indonesia",2004,7,11,111,NA
"2711",2711,"Indonesia",2004,7,18,66,NA
"2712",2712,"Indonesia",2004,7,25,87,NA
"2713",2713,"Indonesia",2004,8,1,77,NA
"2714",2714,"Indonesia",2004,8,8,75,NA
"2715",2715,"Indonesia",2004,8,15,78,NA
"2716",2716,"Indonesia",2004,8,22,106,NA
"2717",2717,"Indonesia",2004,8,29,83,NA
"2718",2718,"Indonesia",2004,9,5,77,NA
"2719",2719,"Indonesia",2004,9,12,72,NA
"2720",2720,"Indonesia",2004,9,19,62,NA
"2721",2721,"Indonesia",2004,9,26,79,NA
